disaster,home_zip,int_bin
Irma (2017),34498,Gale-force (50–63kt)
Irma (2017),32666,Gale-force (50–63kt)
Irma (2017),32925,Gale-force (50–63kt)
Irma (2017),32113,Gale-force (50–63kt)
Irma (2017),34228,Gale-force (50–63kt)
Irma (2017),34289,Hurricane-force (>=64kt)
Irma (2017),32332,Gale-force (50–63kt)
Irma (2017),32423,Tropical-storm (34–49kt)
Irma (2017),32767,Gale-force (50–63kt)
Irma (2017),34762,Gale-force (50–63kt)
Irma (2017),32358,Gale-force (50–63kt)
Irma (2017),33849,Hurricane-force (>=64kt)
Irma (2017),32759,Gale-force (50–63kt)
Irma (2017),36455,Tropical-storm (34–49kt)
Irma (2017),36375,Tropical-storm (34–49kt)
Irma (2017),32970,Gale-force (50–63kt)
Irma (2017),33503,Gale-force (50–63kt)
Florence (2018),23950,No TS winds (<34kt)
Michael (2018),28560,Gale-force (50–63kt)
Michael (2018),28562,Gale-force (50–63kt)
Michael (2018),28761,No TS winds (<34kt)
Michael (2018),32034,No TS winds (<34kt)
Michael (2018),32348,Tropical-storm (34–49kt)
Michael (2018),32656,No TS winds (<34kt)
Michael (2018),32935,No TS winds (<34kt)
Michael (2018),33030,No TS winds (<34kt)
Michael (2018),33042,No TS winds (<34kt)
Michael (2018),33130,No TS winds (<34kt)
Michael (2018),33594,No TS winds (<34kt)
Michael (2018),33625,No TS winds (<34kt)
Michael (2018),33744,No TS winds (<34kt)
Michael (2018),33770,No TS winds (<34kt)
Michael (2018),27455,No TS winds (<34kt)
Michael (2018),27613,No TS winds (<34kt)
Michael (2018),28150,No TS winds (<34kt)
Michael (2018),28207,No TS winds (<34kt)
Michael (2018),28722,No TS winds (<34kt)
Michael (2018),32547,Tropical-storm (34–49kt)
Michael (2018),32708,No TS winds (<34kt)
Michael (2018),33050,No TS winds (<34kt)
Michael (2018),33480,No TS winds (<34kt)
Michael (2018),33617,No TS winds (<34kt)
Michael (2018),36604,No TS winds (<34kt)
Michael (2018),36613,No TS winds (<34kt)
Michael (2018),32063,No TS winds (<34kt)
Michael (2018),32459,Gale-force (50–63kt)
Michael (2018),32601,No TS winds (<34kt)
Michael (2018),32832,No TS winds (<34kt)
Michael (2018),33012,No TS winds (<34kt)
Michael (2018),33324,No TS winds (<34kt)
Michael (2018),33868,No TS winds (<34kt)
Michael (2018),34446,No TS winds (<34kt)
Michael (2018),34758,No TS winds (<34kt)
Michael (2018),28021,No TS winds (<34kt)
Michael (2018),28227,No TS winds (<34kt)
Michael (2018),28463,Tropical-storm (34–49kt)
Michael (2018),32060,Tropical-storm (34–49kt)
Michael (2018),32534,Tropical-storm (34–49kt)
Michael (2018),32563,Tropical-storm (34–49kt)
Michael (2018),32967,No TS winds (<34kt)
Michael (2018),33149,No TS winds (<34kt)
Michael (2018),33905,No TS winds (<34kt)
Michael (2018),27546,Tropical-storm (34–49kt)
Michael (2018),32159,No TS winds (<34kt)
Michael (2018),36527,No TS winds (<34kt)
Michael (2018),27045,No TS winds (<34kt)
Michael (2018),27817,Gale-force (50–63kt)
Michael (2018),33872,No TS winds (<34kt)
Michael (2018),34602,No TS winds (<34kt)
Michael (2018),28323,Tropical-storm (34–49kt)
Michael (2018),33965,No TS winds (<34kt)
Michael (2018),34287,No TS winds (<34kt)
Michael (2018),32195,No TS winds (<34kt)
Michael (2018),32603,No TS winds (<34kt)
Michael (2018),32903,No TS winds (<34kt)
Michael (2018),32621,No TS winds (<34kt)
Michael (2018),34471,No TS winds (<34kt)
Michael (2018),27243,No TS winds (<34kt)
Michael (2018),27837,Gale-force (50–63kt)
Michael (2018),28073,No TS winds (<34kt)
Michael (2018),28332,Tropical-storm (34–49kt)
Michael (2018),28638,No TS winds (<34kt)
Michael (2018),32561,Tropical-storm (34–49kt)
Michael (2018),32626,Tropical-storm (34–49kt)
Michael (2018),37317,No TS winds (<34kt)
Michael (2018),33701,No TS winds (<34kt)
Michael (2018),34224,No TS winds (<34kt)
Michael (2018),34240,No TS winds (<34kt)
Michael (2018),36603,No TS winds (<34kt)
Michael (2018),32820,No TS winds (<34kt)
Michael (2018),28480,Tropical-storm (34–49kt)
Michael (2018),33621,No TS winds (<34kt)
Michael (2018),29582,Tropical-storm (34–49kt)
Michael (2018),32606,No TS winds (<34kt)
Michael (2018),34210,No TS winds (<34kt)
Michael (2018),33598,No TS winds (<34kt)
Michael (2018),28711,No TS winds (<34kt)
Michael (2018),32544,Tropical-storm (34–49kt)
Michael (2018),36578,No TS winds (<34kt)
Michael (2018),27916,Gale-force (50–63kt)
Michael (2018),37683,No TS winds (<34kt)
Michael (2018),32352,Gale-force (50–63kt)
Michael (2018),32359,Tropical-storm (34–49kt)
Michael (2018),28342,Tropical-storm (34–49kt)
Michael (2018),28682,No TS winds (<34kt)
Michael (2018),32094,Tropical-storm (34–49kt)
Michael (2018),27962,Gale-force (50–63kt)
Michael (2018),33867,No TS winds (<34kt)
Michael (2018),31601,Tropical-storm (34–49kt)
Michael (2018),28649,No TS winds (<34kt)
Michael (2018),37641,No TS winds (<34kt)
Michael (2018),27551,No TS winds (<34kt)
Michael (2018),28125,No TS winds (<34kt)
Michael (2018),23847,Tropical-storm (34–49kt)
Michael (2018),28341,Tropical-storm (34–49kt)
Michael (2018),28441,Tropical-storm (34–49kt)
Michael (2018),32410,Hurricane-force (>=64kt)
Michael (2018),27960,Gale-force (50–63kt)
Michael (2018),28718,No TS winds (<34kt)
Michael (2018),28660,No TS winds (<34kt)
Michael (2018),27941,Gale-force (50–63kt)
Michael (2018),28432,Tropical-storm (34–49kt)
Michael (2018),32147,No TS winds (<34kt)
Michael (2018),24053,No TS winds (<34kt)
Michael (2018),27869,Gale-force (50–63kt)
Michael (2018),28667,No TS winds (<34kt)
Michael (2018),32664,No TS winds (<34kt)
Michael (2018),28666,No TS winds (<34kt)
Michael (2018),29683,No TS winds (<34kt)
Michael (2018),29594,Tropical-storm (34–49kt)
Michael (2018),33854,No TS winds (<34kt)
Michael (2018),33945,No TS winds (<34kt)
Harvey (2017),75025,No TS winds (<34kt)
Harvey (2017),77070,Tropical-storm (34–49kt)
Harvey (2017),77541,Tropical-storm (34–49kt)
Harvey (2017),78727,No TS winds (<34kt)
Harvey (2017),79705,No TS winds (<34kt)
Harvey (2017),76706,Tropical-storm (34–49kt)
Harvey (2017),77573,Tropical-storm (34–49kt)
Harvey (2017),75474,No TS winds (<34kt)
Harvey (2017),76548,No TS winds (<34kt)
Harvey (2017),77901,Hurricane-force (>=64kt)
Harvey (2017),78640,Tropical-storm (34–49kt)
Harvey (2017),79936,No TS winds (<34kt)
Harvey (2017),74701,No TS winds (<34kt)
Harvey (2017),75040,No TS winds (<34kt)
Harvey (2017),76244,No TS winds (<34kt)
Harvey (2017),78852,No TS winds (<34kt)
Harvey (2017),78957,Tropical-storm (34–49kt)
Harvey (2017),79371,No TS winds (<34kt)
Harvey (2017),77713,No TS winds (<34kt)
Harvey (2017),75067,No TS winds (<34kt)
Harvey (2017),75082,No TS winds (<34kt)
Harvey (2017),76180,No TS winds (<34kt)
Harvey (2017),77067,Tropical-storm (34–49kt)
Harvey (2017),77073,Tropical-storm (34–49kt)
Harvey (2017),78373,Hurricane-force (>=64kt)
Harvey (2017),78572,No TS winds (<34kt)
Harvey (2017),78552,No TS winds (<34kt)
Harvey (2017),79603,No TS winds (<34kt)
Harvey (2017),77006,Tropical-storm (34–49kt)
Harvey (2017),77027,Tropical-storm (34–49kt)
Harvey (2017),77406,Tropical-storm (34–49kt)
Harvey (2017),78121,Tropical-storm (34–49kt)
Harvey (2017),76266,No TS winds (<34kt)
Harvey (2017),77340,Tropical-storm (34–49kt)
Harvey (2017),78073,No TS winds (<34kt)
Harvey (2017),79413,No TS winds (<34kt)
Harvey (2017),74727,No TS winds (<34kt)
Harvey (2017),75402,No TS winds (<34kt)
Harvey (2017),76103,No TS winds (<34kt)
Harvey (2017),76945,No TS winds (<34kt)
Harvey (2017),77066,Tropical-storm (34–49kt)
Harvey (2017),77426,Tropical-storm (34–49kt)
Harvey (2017),77578,Tropical-storm (34–49kt)
Harvey (2017),78648,Tropical-storm (34–49kt)
Harvey (2017),71104,No TS winds (<34kt)
Harvey (2017),75229,No TS winds (<34kt)
Harvey (2017),77583,Tropical-storm (34–49kt)
Harvey (2017),76640,No TS winds (<34kt)
Harvey (2017),77026,Tropical-storm (34–49kt)
Harvey (2017),78737,No TS winds (<34kt)
Harvey (2017),79042,No TS winds (<34kt)
Harvey (2017),79714,No TS winds (<34kt)
Harvey (2017),79930,No TS winds (<34kt)
Harvey (2017),77859,Tropical-storm (34–49kt)
Harvey (2017),77009,Tropical-storm (34–49kt)
Harvey (2017),78118,Gale-force (50–63kt)
Harvey (2017),78733,No TS winds (<34kt)
Harvey (2017),79415,No TS winds (<34kt)
Harvey (2017),77535,Tropical-storm (34–49kt)
Harvey (2017),78226,No TS winds (<34kt)
Harvey (2017),79510,No TS winds (<34kt)
Harvey (2017),76102,No TS winds (<34kt)
Harvey (2017),70653,No TS winds (<34kt)
Harvey (2017),75142,No TS winds (<34kt)
Harvey (2017),77019,Tropical-storm (34–49kt)
Harvey (2017),70634,No TS winds (<34kt)
Harvey (2017),73439,No TS winds (<34kt)
Harvey (2017),76050,No TS winds (<34kt)
Harvey (2017),77954,Hurricane-force (>=64kt)
Harvey (2017),77984,Gale-force (50–63kt)
Harvey (2017),79741,No TS winds (<34kt)
Harvey (2017),75603,No TS winds (<34kt)
Harvey (2017),75705,No TS winds (<34kt)
Harvey (2017),75844,No TS winds (<34kt)
Harvey (2017),78052,No TS winds (<34kt)
Harvey (2017),77807,Tropical-storm (34–49kt)
Harvey (2017),75487,No TS winds (<34kt)
Harvey (2017),75246,No TS winds (<34kt)
Harvey (2017),76115,No TS winds (<34kt)
Harvey (2017),77331,No TS winds (<34kt)
Harvey (2017),73662,No TS winds (<34kt)
Harvey (2017),79845,No TS winds (<34kt)
Harvey (2017),77531,Tropical-storm (34–49kt)
Harvey (2017),78341,No TS winds (<34kt)
Harvey (2017),77012,Tropical-storm (34–49kt)
Harvey (2017),70661,No TS winds (<34kt)
Harvey (2017),75956,No TS winds (<34kt)
Harvey (2017),76402,No TS winds (<34kt)
Harvey (2017),79734,No TS winds (<34kt)
Harvey (2017),78830,No TS winds (<34kt)
Harvey (2017),76579,Tropical-storm (34–49kt)
Harvey (2017),75669,No TS winds (<34kt)
Harvey (2017),78948,Tropical-storm (34–49kt)
Harvey (2017),76664,No TS winds (<34kt)
Harvey (2017),79312,No TS winds (<34kt)
Harvey (2017),79512,No TS winds (<34kt)
Harvey (2017),77655,No TS winds (<34kt)
Harvey (2017),79508,No TS winds (<34kt)
Harvey (2017),79324,No TS winds (<34kt)
Harvey (2017),75450,No TS winds (<34kt)
Harvey (2017),79373,No TS winds (<34kt)
Harvey (2017),74726,No TS winds (<34kt)
Harvey (2017),78742,No TS winds (<34kt)
Harvey (2017),79087,No TS winds (<34kt)
Harvey (2017),73642,No TS winds (<34kt)
Harvey (2017),73666,No TS winds (<34kt)
Harvey (2017),78838,No TS winds (<34kt)
Harvey (2017),77973,Hurricane-force (>=64kt)
Harvey (2017),78598,Tropical-storm (34–49kt)
Harvey (2017),78072,No TS winds (<34kt)
Harvey (2017),77977,Gale-force (50–63kt)
Harvey (2017),79780,No TS winds (<34kt)
Harvey (2017),76679,No TS winds (<34kt)
Harvey (2017),78885,No TS winds (<34kt)
Harvey (2017),79240,No TS winds (<34kt)
Harvey (2017),76908,No TS winds (<34kt)
Harvey (2017),76949,No TS winds (<34kt)
Harvey (2017),78622,Tropical-storm (34–49kt)
Harvey (2017),79244,No TS winds (<34kt)
Harvey (2017),73539,No TS winds (<34kt)
Harvey (2017),76686,No TS winds (<34kt)
Harvey (2017),76561,No TS winds (<34kt)
Harvey (2017),76852,No TS winds (<34kt)
Harvey (2017),77454,Tropical-storm (34–49kt)
Harvey (2017),73441,No TS winds (<34kt)
Harvey (2017),88410,No TS winds (<34kt)
Harvey (2017),79220,No TS winds (<34kt)
Harvey (2017),76490,No TS winds (<34kt)
Imelda (2019),75115,No TS winds (<34kt)
Imelda (2019),75862,No TS winds (<34kt)
Imelda (2019),76033,No TS winds (<34kt)
Imelda (2019),77065,No TS winds (<34kt)
Imelda (2019),77494,No TS winds (<34kt)
Imelda (2019),77573,No TS winds (<34kt)
Imelda (2019),78405,No TS winds (<34kt)
Imelda (2019),78666,No TS winds (<34kt)
Imelda (2019),79765,No TS winds (<34kt)
Imelda (2019),79924,No TS winds (<34kt)
Imelda (2019),75077,No TS winds (<34kt)
Imelda (2019),75442,No TS winds (<34kt)
Imelda (2019),76115,No TS winds (<34kt)
Imelda (2019),77088,No TS winds (<34kt)
Imelda (2019),77568,No TS winds (<34kt)
Imelda (2019),77630,No TS winds (<34kt)
Imelda (2019),77905,No TS winds (<34kt)
Imelda (2019),78133,No TS winds (<34kt)
Imelda (2019),78242,No TS winds (<34kt)
Imelda (2019),78363,No TS winds (<34kt)
Imelda (2019),79013,No TS winds (<34kt)
Imelda (2019),75494,No TS winds (<34kt)
Imelda (2019),75778,No TS winds (<34kt)
Imelda (2019),78225,No TS winds (<34kt)
Imelda (2019),78550,No TS winds (<34kt)
Imelda (2019),78641,No TS winds (<34kt)
Imelda (2019),79124,No TS winds (<34kt)
Imelda (2019),79606,No TS winds (<34kt)
Imelda (2019),79766,No TS winds (<34kt)
Imelda (2019),71078,No TS winds (<34kt)
Imelda (2019),75247,No TS winds (<34kt)
Imelda (2019),79331,No TS winds (<34kt)
Imelda (2019),75110,No TS winds (<34kt)
Imelda (2019),75751,No TS winds (<34kt)
Imelda (2019),75758,No TS winds (<34kt)
Imelda (2019),76088,No TS winds (<34kt)
Imelda (2019),77864,No TS winds (<34kt)
Imelda (2019),75006,No TS winds (<34kt)
Imelda (2019),76131,No TS winds (<34kt)
Imelda (2019),76374,No TS winds (<34kt)
Imelda (2019),75159,No TS winds (<34kt)
Imelda (2019),77545,No TS winds (<34kt)
Imelda (2019),78413,No TS winds (<34kt)
Imelda (2019),78732,No TS winds (<34kt)
Imelda (2019),78751,No TS winds (<34kt)
Imelda (2019),75253,No TS winds (<34kt)
Imelda (2019),76040,No TS winds (<34kt)
Imelda (2019),76135,No TS winds (<34kt)
Imelda (2019),78957,No TS winds (<34kt)
Imelda (2019),73446,No TS winds (<34kt)
Imelda (2019),78638,No TS winds (<34kt)
Imelda (2019),79741,No TS winds (<34kt)
Imelda (2019),79772,No TS winds (<34kt)
Imelda (2019),77380,No TS winds (<34kt)
Imelda (2019),76060,No TS winds (<34kt)
Imelda (2019),76570,No TS winds (<34kt)
Imelda (2019),76622,No TS winds (<34kt)
Imelda (2019),78612,No TS winds (<34kt)
Imelda (2019),79502,No TS winds (<34kt)
Imelda (2019),77538,No TS winds (<34kt)
Imelda (2019),78382,No TS winds (<34kt)
Imelda (2019),78387,No TS winds (<34kt)
Imelda (2019),74764,No TS winds (<34kt)
Imelda (2019),76537,No TS winds (<34kt)
Imelda (2019),76798,No TS winds (<34kt)
Imelda (2019),78026,No TS winds (<34kt)
Imelda (2019),79119,No TS winds (<34kt)
Imelda (2019),75409,No TS winds (<34kt)
Imelda (2019),75433,No TS winds (<34kt)
Imelda (2019),79108,No TS winds (<34kt)
Imelda (2019),76634,No TS winds (<34kt)
Imelda (2019),79745,No TS winds (<34kt)
Imelda (2019),76402,No TS winds (<34kt)
Imelda (2019),79406,No TS winds (<34kt)
Imelda (2019),79040,No TS winds (<34kt)
Imelda (2019),75167,No TS winds (<34kt)
Imelda (2019),75754,No TS winds (<34kt)
Imelda (2019),76859,No TS winds (<34kt)
Imelda (2019),75686,No TS winds (<34kt)
Imelda (2019),78536,No TS winds (<34kt)
Imelda (2019),75752,No TS winds (<34kt)
Imelda (2019),76437,No TS winds (<34kt)
Imelda (2019),79363,No TS winds (<34kt)
Imelda (2019),78721,No TS winds (<34kt)
Imelda (2019),77432,No TS winds (<34kt)
Imelda (2019),77664,No TS winds (<34kt)
Imelda (2019),79544,No TS winds (<34kt)
Imelda (2019),78359,No TS winds (<34kt)
Imelda (2019),75931,No TS winds (<34kt)
Imelda (2019),76264,No TS winds (<34kt)
Imelda (2019),79553,No TS winds (<34kt)
Imelda (2019),75574,No TS winds (<34kt)
Imelda (2019),76681,No TS winds (<34kt)
Imelda (2019),76704,No TS winds (<34kt)
Imelda (2019),76357,No TS winds (<34kt)
Imelda (2019),88008,No TS winds (<34kt)
Imelda (2019),79778,No TS winds (<34kt)
Imelda (2019),75962,No TS winds (<34kt)
Imelda (2019),76687,No TS winds (<34kt)
Imelda (2019),74723,No TS winds (<34kt)
Imelda (2019),78884,No TS winds (<34kt)
Imelda (2019),78117,No TS winds (<34kt)
Imelda (2019),78827,No TS winds (<34kt)
Imelda (2019),77585,No TS winds (<34kt)
Imelda (2019),75944,No TS winds (<34kt)
Imelda (2019),77971,No TS winds (<34kt)
Imelda (2019),75560,No TS winds (<34kt)
Imelda (2019),78401,No TS winds (<34kt)
Imelda (2019),76311,No TS winds (<34kt)
Imelda (2019),78376,No TS winds (<34kt)
Imelda (2019),78243,No TS winds (<34kt)
Imelda (2019),76474,No TS winds (<34kt)
Imelda (2019),78027,No TS winds (<34kt)
Imelda (2019),71826,No TS winds (<34kt)
Imelda (2019),79239,No TS winds (<34kt)
Imelda (2019),76887,No TS winds (<34kt)
Imelda (2019),79942,No TS winds (<34kt)
Imelda (2019),88130,No TS winds (<34kt)
Imelda (2019),76466,No TS winds (<34kt)
Imelda (2019),75976,No TS winds (<34kt)
Irma (2017),31629,Gale-force (50–63kt)
Florence (2018),27539,Tropical-storm (34–49kt)
Florence (2018),28078,No TS winds (<34kt)
Florence (2018),28150,No TS winds (<34kt)
Florence (2018),28374,Tropical-storm (34–49kt)
Florence (2018),28602,No TS winds (<34kt)
Florence (2018),28634,No TS winds (<34kt)
Florence (2018),32092,No TS winds (<34kt)
Florence (2018),32168,No TS winds (<34kt)
Florence (2018),32246,No TS winds (<34kt)
Florence (2018),32811,No TS winds (<34kt)
Florence (2018),32832,No TS winds (<34kt)
Florence (2018),32833,No TS winds (<34kt)
Florence (2018),33133,No TS winds (<34kt)
Florence (2018),33323,No TS winds (<34kt)
Florence (2018),33413,No TS winds (<34kt)
Florence (2018),33487,No TS winds (<34kt)
Florence (2018),33584,No TS winds (<34kt)
Florence (2018),33914,No TS winds (<34kt)
Florence (2018),34990,No TS winds (<34kt)
Florence (2018),36609,No TS winds (<34kt)
Florence (2018),27050,No TS winds (<34kt)
Florence (2018),27603,Tropical-storm (34–49kt)
Florence (2018),28043,No TS winds (<34kt)
Florence (2018),28209,No TS winds (<34kt)
Florence (2018),28469,Hurricane-force (>=64kt)
Florence (2018),32312,No TS winds (<34kt)
Florence (2018),33150,No TS winds (<34kt)
Florence (2018),33594,No TS winds (<34kt)
Florence (2018),33868,No TS winds (<34kt)
Florence (2018),28164,No TS winds (<34kt)
Florence (2018),28525,Hurricane-force (>=64kt)
Florence (2018),28681,No TS winds (<34kt)
Florence (2018),28805,No TS winds (<34kt)
Florence (2018),32533,No TS winds (<34kt)
Florence (2018),32653,No TS winds (<34kt)
Florence (2018),33441,No TS winds (<34kt)
Florence (2018),33498,No TS winds (<34kt)
Florence (2018),33565,No TS winds (<34kt)
Florence (2018),33841,No TS winds (<34kt)
Florence (2018),33903,No TS winds (<34kt)
Florence (2018),34772,No TS winds (<34kt)
Florence (2018),34785,No TS winds (<34kt)
Florence (2018),27617,Tropical-storm (34–49kt)
Florence (2018),28390,Tropical-storm (34–49kt)
Florence (2018),32333,No TS winds (<34kt)
Florence (2018),33178,No TS winds (<34kt)
Florence (2018),33327,No TS winds (<34kt)
Florence (2018),33405,No TS winds (<34kt)
Florence (2018),33545,No TS winds (<34kt)
Florence (2018),33781,No TS winds (<34kt)
Florence (2018),34446,No TS winds (<34kt)
Florence (2018),34983,No TS winds (<34kt)
Florence (2018),27401,No TS winds (<34kt)
Florence (2018),27409,No TS winds (<34kt)
Florence (2018),27985,Tropical-storm (34–49kt)
Florence (2018),33012,No TS winds (<34kt)
Florence (2018),34773,No TS winds (<34kt)
Florence (2018),36522,No TS winds (<34kt)
Florence (2018),27455,No TS winds (<34kt)
Florence (2018),28753,No TS winds (<34kt)
Florence (2018),33179,No TS winds (<34kt)
Florence (2018),33647,No TS winds (<34kt)
Florence (2018),34475,No TS winds (<34kt)
Florence (2018),27830,Tropical-storm (34–49kt)
Florence (2018),28304,Tropical-storm (34–49kt)
Florence (2018),28451,Hurricane-force (>=64kt)
Florence (2018),28715,No TS winds (<34kt)
Florence (2018),34758,No TS winds (<34kt)
Florence (2018),27544,Tropical-storm (34–49kt)
Florence (2018),32963,No TS winds (<34kt)
Florence (2018),39845,No TS winds (<34kt)
Florence (2018),29671,No TS winds (<34kt)
Florence (2018),32331,No TS winds (<34kt)
Florence (2018),33935,No TS winds (<34kt)
Florence (2018),28771,No TS winds (<34kt)
Florence (2018),33569,No TS winds (<34kt)
Florence (2018),34481,No TS winds (<34kt)
Florence (2018),36507,No TS winds (<34kt)
Florence (2018),37681,No TS winds (<34kt)
Florence (2018),28748,No TS winds (<34kt)
Florence (2018),32053,No TS winds (<34kt)
Florence (2018),33403,No TS winds (<34kt)
Florence (2018),32565,No TS winds (<34kt)
Florence (2018),27025,No TS winds (<34kt)
Florence (2018),27343,No TS winds (<34kt)
Florence (2018),27970,Tropical-storm (34–49kt)
Florence (2018),39819,No TS winds (<34kt)
Florence (2018),27252,Tropical-storm (34–49kt)
Florence (2018),28741,No TS winds (<34kt)
Florence (2018),28125,Tropical-storm (34–49kt)
